"outcome","rank","feature"
"eGFR_CKD_EPI_12M",37,"Total_nephron_density_count"
"eGFR_CKD_EPI_12M",38,"Medullary_interstitial_density"
"eGFR_CKD_EPI_12M",39,"Cortical_tubule_count"
"eGFR_CKD_EPI_12M",40,"Average_TBM_Thickness_TF_Cortical"
"eGFR_CKD_EPI_12M",41,"Luminal_Fraction_TF_Cortical"
"eGFR_CKD_EPI_12M",42,"VASCULAR_Luminal_ratio_V_ARTERY_Max_AREA"
"eGFR_CKD_EPI_12M",43,"Mean_Distance_TF_By_Nuclei_Area_reviewed_MF01"
"eGFR_CKD_EPI_12M",44,"Max_Distance_TF_Nuclei_reviewed_MF01"
"eGFR_CKD_EPI_12M",45,"Sum_Distance_TF_By_Luminal_Space_Area_reviewed_MF01"
"eGFR_CKD_EPI_12M",46,"Energy_Nuclei_reviewed_MF01"
"eGFR_CKD_EPI_12M",47,"Correlation_Luminal_Space_reviewed_MF01"
"eGFR_CKD_EPI_12M",48,"Nuclei_Area_By_Object_Area_reviewed_MF01"
"eGFR_CKD_EPI_12M",49,"Eosinophilic_Area_reviewed_MF01"
"eGFR_CKD_EPI_12M",50,"Luminal_Space_Area_reviewed_MF01"
"eGFR_CKD_EPI_12M",51,"Nuclei_Number_reviewed_MF01"
"eGFR_CKD_EPI_12M",52,"Standard_Deviation_Aspect_Ratio_Nuclei_reviewed_MF01"
"eGFR_CKD_EPI_12M",53,"Mean_Nuclear_Area_reviewed_MF01"
"eGFR_CKD_EPI_12M",54,"Major_Axis_Length_reviewed_MF01"
"eGFR_CKD_EPI_12M",55,"Mean_Distance_Transform_By_Nuclei_Area_TF_CT_rev"
"eGFR_CKD_EPI_12M",56,"Max_Distance_Transform_Nuclei_TF_CT_rev"
"eGFR_CKD_EPI_12M",57,"Mean_Distance_Transform_By_Eosinophilic_Area_TF_CT_rev"
"eGFR_CKD_EPI_12M",58,"Sum_Distance_Transform_Luminal_Space_TF_CT_rev"
"eGFR_CKD_EPI_12M",59,"Mean_Distance_Transform_By_Object_Area_Luminal_Space_TF_CT_rev"
"eGFR_CKD_EPI_12M",60,"Mean_Distance_Transform_By_Luminal_Space_Area_TF_CT_rev"
"eGFR_CKD_EPI_12M",61,"Energy_Nuclei_TF_CT_rev"
"eGFR_CKD_EPI_12M",62,"Contrast_Eosinophilic_TF_CT_rev"
"eGFR_CKD_EPI_12M",63,"Correlation_Luminal_Space_TF_CT_rev"
"eGFR_CKD_EPI_12M",64,"Nuclei_Number_TF_CT_rev"
"eGFR_CKD_EPI_12M",65,"Standard_Deviation_Aspect_Ratio_Nuclei_TF_CT_rev"
"eGFR_CKD_EPI_12M",66,"Total_Object_Aspect_Ratio_TF_CT_rev"
"eGFR_CKD_EPI_12M",67,"Major_Axis_Length_TF_CT_rev"
"eGFR_CKD_EPI_12M",68,"Mean_Distance_Transform_By_Object_Area_Luminal_Space_V_Mean_rev"
"eGFR_CKD_EPI_12M",69,"Energy_Nuclei_V_Mean_rev"
"eGFR_CKD_EPI_12M",70,"Mean_Aspect_Ratio_Nuclei_V_Mean_rev"
"eGFR_CKD_EPI_12M",71,"Standard_Deviation_Aspect_Ratio_Nuclei_V_Mean_rev"
"eGFR_CKD_EPI_12M",72,"Total_Object_Aspect_Ratio_V_Mean_rev"
"eGFR_CKD_EPI_12M",73,"Sum_Distance_Transform_By_Object_Area_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",74,"Mean_Distance_Transform_By_Eosinophilic_Area_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",75,"Max_Distance_Transform_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",76,"Sum_Distance_Transform_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",77,"Mean_Distance_Transform_By_Object_Area_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",78,"Correlation_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",79,"Energy_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",80,"Contrast_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",81,"Homogeneity_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",82,"Correlation_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",83,"Correlation_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",84,"Energy_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",85,"Nuclei_Area_By_Object_Area_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",86,"Mean_Aspect_Ratio_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",87,"Standard_Deviation_Aspect_Ratio_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",88,"Total_Object_Aspect_Ratio_TF_MaxAr_R"
"eGFR_CKD_EPI_12M",89,"Sum_Distance_Transform_By_Object_Area_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_12M",90,"Max_Distance_Transform_By_Object_Area_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_12M",91,"Max_Distance_Transform_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_12M",92,"Mean_Distance_Transform_By_Eosinophilic_Area_TF_INF35_R"
"eGFR_CKD_EPI_12M",93,"Sum_Distance_Transform_Luminal_Space_TF_INF35_R"
"eGFR_CKD_EPI_12M",94,"Mean_Distance_Transform_By_Luminal_Space_Area_TF_INF35_R"
"eGFR_CKD_EPI_12M",95,"Mean_Distance_Transform_Luminal_Space_TF_INF35_R"
"eGFR_CKD_EPI_12M",96,"Homogeneity_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_12M",97,"Correlation_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_12M",98,"Energy_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_12M",99,"Correlation_Eosinophilic_TF_INF35_R"
"eGFR_CKD_EPI_12M",100,"Correlation_Luminal_Space_TF_INF35_R"
"eGFR_CKD_EPI_3years",1,"Expanded_criteria_donor"
"eGFR_CKD_EPI_3years",2,"Donor_age"
"eGFR_CKD_EPI_3years",3,"Donor_Sex_0_Male_1_Female"
"eGFR_CKD_EPI_3years",4,"Donor_BMI"
"eGFR_CKD_EPI_3years",5,"Donor_Hypertension_History"
"eGFR_CKD_EPI_3years",6,"Donor_Diabetes_History"
"eGFR_CKD_EPI_3years",7,"Donor_cause_of_death_code"
"eGFR_CKD_EPI_3years",8,"Donor_final_creatinine"
"eGFR_CKD_EPI_3years",9,"KDRI_2024"
"eGFR_CKD_EPI_3years",10,"KDPI_SUP_85_2024"
"eGFR_CKD_EPI_3years",11,"IFTA_GT1"
"eGFR_CKD_EPI_3years",12,"REMUZZI_GT1"
"eGFR_CKD_EPI_3years",13,"REMUZZI_OnCall_RP"
"eGFR_CKD_EPI_3years",14,"Fibrointimal_thickening_AI_All_Estimations"
"eGFR_CKD_EPI_3years",15,"Fibro15"
"eGFR_CKD_EPI_3years",16,"Fibro20"
"eGFR_CKD_EPI_3years",17,"Fibro25_human"
"eGFR_CKD_EPI_3years",18,"IFTA_AI_PERCENTAGE"
"eGFR_CKD_EPI_3years",19,"Glomerulosclerosis_PERCENTAGE_AI_PLUS_HUMAN_GT"
"eGFR_CKD_EPI_3years",20,"sGlomerulus_count"
"eGFR_CKD_EPI_3years",21,"Glomerular_density_count"
"eGFR_CKD_EPI_3years",22,"Average_glomerular_radius"
"eGFR_CKD_EPI_3years",23,"Std_glomerular_radius"
"eGFR_CKD_EPI_3years",24,"Average_sclglomerular_area"
"eGFR_CKD_EPI_3years",25,"Std_sclglomerular_area"
"eGFR_CKD_EPI_3years",26,"Std_cortical_tubular_area"
"eGFR_CKD_EPI_3years",27,"Std_cortical_tubular_radius"
"eGFR_CKD_EPI_3years",28,"Std_medullary_tubular_area"
"eGFR_CKD_EPI_3years",29,"Average_medullary_tubular_radius"
"eGFR_CKD_EPI_3years",30,"Std_medullary_tubular_radius"
"eGFR_CKD_EPI_3years",31,"Cortical_arterialolar_density"
"eGFR_CKD_EPI_3years",32,"Average_lumen_to_wall_ratio"
"eGFR_CKD_EPI_3years",33,"Cortical_tubular_density_area"
"eGFR_CKD_EPI_3years",34,"Cortical_artery_density_area"
"eGFR_CKD_EPI_3years",35,"Medullary_arteriole_density_area"
"eGFR_CKD_EPI_3years",36,"Gloms_cortex_tubules_ratio_"
"eGFR_CKD_EPI_3years",37,"Total_nephron_density_count"
"eGFR_CKD_EPI_3years",38,"Medullary_interstitial_density"
"eGFR_CKD_EPI_3years",39,"Cortical_tubule_count"
"eGFR_CKD_EPI_3years",40,"Average_TBM_Thickness_TF_Cortical"
"eGFR_CKD_EPI_3years",41,"Luminal_Fraction_TF_Cortical"
"eGFR_CKD_EPI_3years",42,"VASCULAR_Luminal_ratio_V_ARTERY_Max_AREA"
"eGFR_CKD_EPI_3years",43,"Mean_Distance_TF_By_Nuclei_Area_reviewed_MF01"
"eGFR_CKD_EPI_3years",44,"Max_Distance_TF_Nuclei_reviewed_MF01"
"eGFR_CKD_EPI_3years",45,"Sum_Distance_TF_By_Luminal_Space_Area_reviewed_MF01"
"eGFR_CKD_EPI_3years",46,"Energy_Nuclei_reviewed_MF01"
"eGFR_CKD_EPI_3years",47,"Correlation_Luminal_Space_reviewed_MF01"
"eGFR_CKD_EPI_3years",48,"Nuclei_Area_By_Object_Area_reviewed_MF01"
"eGFR_CKD_EPI_3years",49,"Eosinophilic_Area_reviewed_MF01"
"eGFR_CKD_EPI_3years",50,"Luminal_Space_Area_reviewed_MF01"
"eGFR_CKD_EPI_3years",51,"Nuclei_Number_reviewed_MF01"
"eGFR_CKD_EPI_3years",52,"Standard_Deviation_Aspect_Ratio_Nuclei_reviewed_MF01"
"eGFR_CKD_EPI_3years",53,"Mean_Nuclear_Area_reviewed_MF01"
"eGFR_CKD_EPI_3years",54,"Major_Axis_Length_reviewed_MF01"
"eGFR_CKD_EPI_3years",55,"Mean_Distance_Transform_By_Nuclei_Area_TF_CT_rev"
"eGFR_CKD_EPI_3years",56,"Max_Distance_Transform_Nuclei_TF_CT_rev"
"eGFR_CKD_EPI_3years",57,"Mean_Distance_Transform_By_Eosinophilic_Area_TF_CT_rev"
"eGFR_CKD_EPI_3years",58,"Sum_Distance_Transform_Luminal_Space_TF_CT_rev"
"eGFR_CKD_EPI_3years",59,"Mean_Distance_Transform_By_Object_Area_Luminal_Space_TF_CT_rev"
"eGFR_CKD_EPI_3years",60,"Mean_Distance_Transform_By_Luminal_Space_Area_TF_CT_rev"
"eGFR_CKD_EPI_3years",61,"Energy_Nuclei_TF_CT_rev"
"eGFR_CKD_EPI_3years",62,"Contrast_Eosinophilic_TF_CT_rev"
"eGFR_CKD_EPI_3years",63,"Correlation_Luminal_Space_TF_CT_rev"
"eGFR_CKD_EPI_3years",64,"Nuclei_Number_TF_CT_rev"
"eGFR_CKD_EPI_3years",65,"Standard_Deviation_Aspect_Ratio_Nuclei_TF_CT_rev"
"eGFR_CKD_EPI_3years",66,"Total_Object_Aspect_Ratio_TF_CT_rev"
"eGFR_CKD_EPI_3years",67,"Major_Axis_Length_TF_CT_rev"
"eGFR_CKD_EPI_3years",68,"Mean_Distance_Transform_By_Object_Area_Luminal_Space_V_Mean_rev"
"eGFR_CKD_EPI_3years",69,"Energy_Nuclei_V_Mean_rev"
"eGFR_CKD_EPI_3years",70,"Mean_Aspect_Ratio_Nuclei_V_Mean_rev"
"eGFR_CKD_EPI_3years",71,"Standard_Deviation_Aspect_Ratio_Nuclei_V_Mean_rev"
"eGFR_CKD_EPI_3years",72,"Total_Object_Aspect_Ratio_V_Mean_rev"
"eGFR_CKD_EPI_3years",73,"Sum_Distance_Transform_By_Object_Area_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",74,"Mean_Distance_Transform_By_Eosinophilic_Area_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",75,"Max_Distance_Transform_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",76,"Sum_Distance_Transform_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",77,"Mean_Distance_Transform_By_Object_Area_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",78,"Correlation_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",79,"Energy_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",80,"Contrast_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",81,"Homogeneity_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",82,"Correlation_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",83,"Correlation_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",84,"Energy_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",85,"Nuclei_Area_By_Object_Area_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",86,"Mean_Aspect_Ratio_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",87,"Standard_Deviation_Aspect_Ratio_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",88,"Total_Object_Aspect_Ratio_TF_MaxAr_R"
"eGFR_CKD_EPI_3years",89,"Sum_Distance_Transform_By_Object_Area_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_3years",90,"Max_Distance_Transform_By_Object_Area_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_3years",91,"Max_Distance_Transform_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_3years",92,"Mean_Distance_Transform_By_Eosinophilic_Area_TF_INF35_R"
"eGFR_CKD_EPI_3years",93,"Sum_Distance_Transform_Luminal_Space_TF_INF35_R"
"eGFR_CKD_EPI_3years",94,"Mean_Distance_Transform_By_Luminal_Space_Area_TF_INF35_R"
"eGFR_CKD_EPI_3years",95,"Mean_Distance_Transform_Luminal_Space_TF_INF35_R"
"eGFR_CKD_EPI_3years",96,"Homogeneity_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_3years",97,"Correlation_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_3years",98,"Energy_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_3years",99,"Correlation_Eosinophilic_TF_INF35_R"
"eGFR_CKD_EPI_3years",100,"Correlation_Luminal_Space_TF_INF35_R"
"eGFR_CKD_EPI_5years",1,"Expanded_criteria_donor"
"eGFR_CKD_EPI_5years",2,"Donor_age"
"eGFR_CKD_EPI_5years",3,"Donor_Sex_0_Male_1_Female"
"eGFR_CKD_EPI_5years",4,"Donor_BMI"
"eGFR_CKD_EPI_5years",5,"Donor_Hypertension_History"
"eGFR_CKD_EPI_5years",6,"Donor_Diabetes_History"
"eGFR_CKD_EPI_5years",7,"Donor_cause_of_death_code"
"eGFR_CKD_EPI_5years",8,"Donor_final_creatinine"
"eGFR_CKD_EPI_5years",9,"KDRI_2024"
"eGFR_CKD_EPI_5years",10,"KDPI_SUP_85_2024"
"eGFR_CKD_EPI_5years",11,"IFTA_GT1"
"eGFR_CKD_EPI_5years",12,"REMUZZI_GT1"
"eGFR_CKD_EPI_5years",13,"REMUZZI_OnCall_RP"
"eGFR_CKD_EPI_5years",14,"Fibrointimal_thickening_AI_All_Estimations"
"eGFR_CKD_EPI_5years",15,"Fibro15"
"eGFR_CKD_EPI_5years",16,"Fibro20"
"eGFR_CKD_EPI_5years",17,"Fibro25_human"
"eGFR_CKD_EPI_5years",18,"IFTA_AI_PERCENTAGE"
"eGFR_CKD_EPI_5years",19,"Glomerulosclerosis_PERCENTAGE_AI_PLUS_HUMAN_GT"
"eGFR_CKD_EPI_5years",20,"sGlomerulus_count"
"eGFR_CKD_EPI_5years",21,"Glomerular_density_count"
"eGFR_CKD_EPI_5years",22,"Average_glomerular_radius"
"eGFR_CKD_EPI_5years",23,"Std_glomerular_radius"
"eGFR_CKD_EPI_5years",24,"Average_sclglomerular_area"
"eGFR_CKD_EPI_5years",25,"Std_sclglomerular_area"
"eGFR_CKD_EPI_5years",26,"Std_cortical_tubular_area"
"eGFR_CKD_EPI_5years",27,"Std_cortical_tubular_radius"
"eGFR_CKD_EPI_5years",28,"Std_medullary_tubular_area"
"eGFR_CKD_EPI_5years",29,"Average_medullary_tubular_radius"
"eGFR_CKD_EPI_5years",30,"Std_medullary_tubular_radius"
"eGFR_CKD_EPI_5years",31,"Cortical_arterialolar_density"
"eGFR_CKD_EPI_5years",32,"Average_lumen_to_wall_ratio"
"eGFR_CKD_EPI_5years",33,"Cortical_tubular_density_area"
"eGFR_CKD_EPI_5years",34,"Cortical_artery_density_area"
"eGFR_CKD_EPI_5years",35,"Medullary_arteriole_density_area"
"eGFR_CKD_EPI_5years",36,"Gloms_cortex_tubules_ratio_"
"eGFR_CKD_EPI_5years",37,"Total_nephron_density_count"
"eGFR_CKD_EPI_5years",38,"Medullary_interstitial_density"
"eGFR_CKD_EPI_5years",39,"Cortical_tubule_count"
"eGFR_CKD_EPI_5years",40,"Average_TBM_Thickness_TF_Cortical"
"eGFR_CKD_EPI_5years",41,"Luminal_Fraction_TF_Cortical"
"eGFR_CKD_EPI_5years",42,"VASCULAR_Luminal_ratio_V_ARTERY_Max_AREA"
"eGFR_CKD_EPI_5years",43,"Mean_Distance_TF_By_Nuclei_Area_reviewed_MF01"
"eGFR_CKD_EPI_5years",44,"Max_Distance_TF_Nuclei_reviewed_MF01"
"eGFR_CKD_EPI_5years",45,"Sum_Distance_TF_By_Luminal_Space_Area_reviewed_MF01"
"eGFR_CKD_EPI_5years",46,"Energy_Nuclei_reviewed_MF01"
"eGFR_CKD_EPI_5years",47,"Correlation_Luminal_Space_reviewed_MF01"
"eGFR_CKD_EPI_5years",48,"Nuclei_Area_By_Object_Area_reviewed_MF01"
"eGFR_CKD_EPI_5years",49,"Eosinophilic_Area_reviewed_MF01"
"eGFR_CKD_EPI_5years",50,"Luminal_Space_Area_reviewed_MF01"
"eGFR_CKD_EPI_5years",51,"Nuclei_Number_reviewed_MF01"
"eGFR_CKD_EPI_5years",52,"Standard_Deviation_Aspect_Ratio_Nuclei_reviewed_MF01"
"eGFR_CKD_EPI_5years",53,"Mean_Nuclear_Area_reviewed_MF01"
"eGFR_CKD_EPI_5years",54,"Major_Axis_Length_reviewed_MF01"
"eGFR_CKD_EPI_5years",55,"Mean_Distance_Transform_By_Nuclei_Area_TF_CT_rev"
"eGFR_CKD_EPI_5years",56,"Max_Distance_Transform_Nuclei_TF_CT_rev"
"eGFR_CKD_EPI_5years",57,"Mean_Distance_Transform_By_Eosinophilic_Area_TF_CT_rev"
"eGFR_CKD_EPI_5years",58,"Sum_Distance_Transform_Luminal_Space_TF_CT_rev"
"eGFR_CKD_EPI_5years",59,"Mean_Distance_Transform_By_Object_Area_Luminal_Space_TF_CT_rev"
"eGFR_CKD_EPI_5years",60,"Mean_Distance_Transform_By_Luminal_Space_Area_TF_CT_rev"
"eGFR_CKD_EPI_5years",61,"Energy_Nuclei_TF_CT_rev"
"eGFR_CKD_EPI_5years",62,"Contrast_Eosinophilic_TF_CT_rev"
"eGFR_CKD_EPI_5years",63,"Correlation_Luminal_Space_TF_CT_rev"
"eGFR_CKD_EPI_5years",64,"Nuclei_Number_TF_CT_rev"
"eGFR_CKD_EPI_5years",65,"Standard_Deviation_Aspect_Ratio_Nuclei_TF_CT_rev"
"eGFR_CKD_EPI_5years",66,"Total_Object_Aspect_Ratio_TF_CT_rev"
"eGFR_CKD_EPI_5years",67,"Major_Axis_Length_TF_CT_rev"
"eGFR_CKD_EPI_5years",68,"Mean_Distance_Transform_By_Object_Area_Luminal_Space_V_Mean_rev"
"eGFR_CKD_EPI_5years",69,"Energy_Nuclei_V_Mean_rev"
"eGFR_CKD_EPI_5years",70,"Mean_Aspect_Ratio_Nuclei_V_Mean_rev"
"eGFR_CKD_EPI_5years",71,"Standard_Deviation_Aspect_Ratio_Nuclei_V_Mean_rev"
"eGFR_CKD_EPI_5years",72,"Total_Object_Aspect_Ratio_V_Mean_rev"
"eGFR_CKD_EPI_5years",73,"Sum_Distance_Transform_By_Object_Area_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",74,"Mean_Distance_Transform_By_Eosinophilic_Area_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",75,"Max_Distance_Transform_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",76,"Sum_Distance_Transform_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",77,"Mean_Distance_Transform_By_Object_Area_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",78,"Correlation_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",79,"Energy_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",80,"Contrast_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",81,"Homogeneity_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",82,"Correlation_Eosinophilic_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",83,"Correlation_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",84,"Energy_Luminal_Space_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",85,"Nuclei_Area_By_Object_Area_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",86,"Mean_Aspect_Ratio_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",87,"Standard_Deviation_Aspect_Ratio_Nuclei_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",88,"Total_Object_Aspect_Ratio_TF_MaxAr_R"
"eGFR_CKD_EPI_5years",89,"Sum_Distance_Transform_By_Object_Area_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_5years",90,"Max_Distance_Transform_By_Object_Area_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_5years",91,"Max_Distance_Transform_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_5years",92,"Mean_Distance_Transform_By_Eosinophilic_Area_TF_INF35_R"
"eGFR_CKD_EPI_5years",93,"Sum_Distance_Transform_Luminal_Space_TF_INF35_R"
"eGFR_CKD_EPI_5years",94,"Mean_Distance_Transform_By_Luminal_Space_Area_TF_INF35_R"
"eGFR_CKD_EPI_5years",95,"Mean_Distance_Transform_Luminal_Space_TF_INF35_R"
"eGFR_CKD_EPI_5years",96,"Homogeneity_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_5years",97,"Correlation_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_5years",98,"Energy_Nuclei_TF_INF35_R"
"eGFR_CKD_EPI_5years",99,"Correlation_Eosinophilic_TF_INF35_R"
"eGFR_CKD_EPI_5years",100,"Correlation_Luminal_Space_TF_INF35_R"
